Title;Company;Location;Date;Link
Spark Developer;BOLD by Devoteam;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/spark-developer-at-bold-by-devoteam-2693497293?refId=DvltE04aBAs8a0IYtLOr5Q%3D%3D&trackingId=Ie5Cr0kkK%2F6OQRfiKlq70w%3D%3D&position=25&pageNum=9&trk=public_jobs_jserp-result_search-card
Spark Developer;BOLD by Devoteam;Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/spark-developer-at-bold-by-devoteam-2696699603?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=OHViGi1sZdW4w9CnYnsypw%3D%3D&position=1&pageNum=10&trk=public_jobs_jserp-result_search-card
B2B e-Commerce Functional Analyst (m/f);Solvay;Carnaxide, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/b2b-e-commerce-functional-analyst-m-f-at-solvay-2693300124?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=5YRQaD3CUBpCfUb0k457iQ%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card
IoT Billing Software Engineer (m/f);QiBit Portugal;Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/iot-billing-software-engineer-m-f-at-qibit-portugal-2720834975?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=8qtDSl1Kw%2BHe4m%2FEumzaEg%3D%3D&position=3&pageNum=10&trk=public_jobs_jserp-result_search-card
Oferta: Siebel Developer (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-siebel-developer-m-f-at-boost-it-2695397598?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=AeI%2FCf5alkUrya5Gox%2BjLA%3D%3D&position=4&pageNum=10&trk=public_jobs_jserp-result_search-card
Finance Business Analyst – ESSBASE Administrator Fluent in French & English - Permanent contract - Lisbon or Porto;BNP Paribas Cardif;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/finance-business-analyst-%E2%80%93-essbase-administrator-fluent-in-french-english-permanent-contract-lisbon-or-porto-at-bnp-paribas-cardif-2692955624?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=apHbUgpWtK%2FEMAzogbAYbQ%3D%3D&position=5&pageNum=10&trk=public_jobs_jserp-result_search-card
Software Engineer - Subscriber Data Management;Truphone;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/software-engineer-subscriber-data-management-at-truphone-2696382841?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=dupBaIIr4sL1uDzK4B%2FJwA%3D%3D&position=6&pageNum=10&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Programadores RPG;WHOW;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-de-emprego-programadores-rpg-at-whow-2695398160?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=T86Vq9yr4nq%2BYD5wgpM8ng%3D%3D&position=7&pageNum=10&trk=public_jobs_jserp-result_search-card
Junior Financial Controller;OLX Group;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/junior-financial-controller-at-olx-group-2707275553?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=xLiq%2BHNzVLEX3Wq%2FAG2%2FZg%3D%3D&position=8&pageNum=10&trk=public_jobs_jserp-result_search-card
Business Analyst, Master Data Management;IQVIA;Oeiras, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-analyst-master-data-management-at-iqvia-2660092350?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=lmsVPOB%2FuTR0SoRws4MY4A%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card
Quantitative Research - Data Scientist;BNP Paribas CIB;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/quantitative-research-data-scientist-at-bnp-paribas-cib-2642357599?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=5Q9HGXy1YImFcNYOEv0RuA%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card
8777 - Japanese Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8777-japanese-search-language-specialist-at-qualitest-2714011259?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=SYYuvVuts8HDGjD4Oe4xdQ%3D%3D&position=11&pageNum=10&trk=public_jobs_jserp-result_search-card
Golang Developer (Data Platform) (Bangkok based, relocation provided);Agoda;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/golang-developer-data-platform-bangkok-based-relocation-provided-at-agoda-2693741126?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=1R3m5iUQQwH6DP4W3ph8Gg%3D%3D&position=12&pageNum=10&trk=public_jobs_jserp-result_search-card
Process DATA BI Manager;GEFCO;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/process-data-bi-manager-at-gefco-2710711797?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=%2Be94MwQyZzMmLdgpfvphTg%3D%3D&position=13&pageNum=10&trk=public_jobs_jserp-result_search-card
Programador/a de Informática;CME - Construção e Manutenção Electromecânica, SA;Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/programador-a-de-inform%C3%A1tica-at-cme-constru%C3%A7%C3%A3o-e-manuten%C3%A7%C3%A3o-electromec%C3%A2nica-sa-1071280452?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=0METaZUMAvCYjt307gSuuQ%3D%3D&position=14&pageNum=10&trk=public_jobs_jserp-result_search-card
8778 - UK English Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/8778-uk-english-search-language-specialist-at-qualitest-2680687435?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=lAcIEfkKdLSDvsiHA0Stcw%3D%3D&position=15&pageNum=10&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Active Directory + Sup Eng II (M/F);NBCC;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-active-directory-%2B-sup-eng-ii-m-f-at-nbcc-2664957532?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=%2BmbJ5PvJ9jIILwIGsXIfqg%3D%3D&position=16&pageNum=10&trk=public_jobs_jserp-result_search-card
Junior Data Scientist (m/f/d);Siemens;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/junior-data-scientist-m-f-d-at-siemens-2697732903?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=t75lIG2J5Qly%2FoUOruttmw%3D%3D&position=17&pageNum=10&trk=public_jobs_jserp-result_search-card
Oferta: Developer Python (m/f) – Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-developer-python-m-f-%E2%80%93-lisboa-at-ankix-2717812158?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=rAM%2FR1fmAhGW1VnXQssQrQ%3D%3D&position=18&pageNum=10&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Software Developers (M/F) - Lisboa;SCOPPHU;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-software-developers-m-f-lisboa-at-scopphu-2709320398?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=n5sWf5WJoMLkfU4qyx%2BaCQ%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card
Data Engineer – Apache Spark (Java/Scala) (Bangkok based, Relocation provided);Agoda;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/data-engineer-%E2%80%93-apache-spark-java-scala-bangkok-based-relocation-provided-at-agoda-2673569170?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=UFrY06%2FSRZVsd4ECX4bOyQ%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card
Junior Data Scientist – Scoring Centre (M/F);Wyser;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/junior-data-scientist-%E2%80%93-scoring-centre-m-f-at-wyser-2713103515?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=tYmthRJrh3ks6pUQLLWp%2BQ%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card
8775 - German Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8775-german-search-language-specialist-at-qualitest-2714008468?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=E7MES404q7v1bvoTk8HiQw%3D%3D&position=22&pageNum=10&trk=public_jobs_jserp-result_search-card
Software Engineer, Data;Cloudflare;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/software-engineer-data-at-cloudflare-2623262826?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=qr9rfrD%2FNsk6eAsjolPBdw%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card
Software Engineer - Subscriber Data Management;Truphone;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/software-engineer-subscriber-data-management-at-truphone-2692681180?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=LlsQ%2FN3hBZDVvvnNQ5UYEg%3D%3D&position=24&pageNum=10&trk=public_jobs_jserp-result_search-card
Oracle Siebel Developer - Lisboa - (M/F);Noesis SA;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/oracle-siebel-developer-lisboa-m-f-at-noesis-sa-2718848834?refId=Zj9BkqIPumhm86N2oq6%2FWA%3D%3D&trackingId=KpinLJ6lG9jRalidQR1L2w%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card
Quality Control Analyst;ALTEN Portugal;Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/quality-control-analyst-at-alten-portugal-2711254426?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=4N%2BhP1WOFBxcep7vB29oag%3D%3D&position=1&pageNum=11&trk=public_jobs_jserp-result_search-card
Data Scientist p309;Winning;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/data-scientist-p309-at-winning-2723053549?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=PXEvdtFZZN4CbUylO141rg%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card
Senior Business Analyst - Data and Analytics;Amgen;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/senior-business-analyst-data-and-analytics-at-amgen-2705254736?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=BijBc2FncxEYMRUCkJPbtw%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card
Erlang/Elixir Software Developer (Server);Miniclip;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/erlang-elixir-software-developer-server-at-miniclip-2661512047?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=a2zCZvtuibloBdgPv2SwQw%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card
Data Scientist p310;Winning;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/data-scientist-p310-at-winning-2723055490?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=G962UEne%2FjZu6UukvIhHwg%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Siebel Developer (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-de-emprego-siebel-developer-m-f-at-boost-it-2721503976?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=O%2B%2Bz%2FnWGlbBsda62yCRFVw%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card
Cyber Security Professionals for the UK;LifeInsideUK;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/cyber-security-professionals-for-the-uk-at-lifeinsideuk-2699319777?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=rV8ouz8lBW4N2NyWwgC9uA%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card
Product Analyst - Expense Management & Treasury Solutions;ELEMENTS GLOBAL SERVICES;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/product-analyst-expense-management-treasury-solutions-at-elements-global-services-2697045906?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=cZJso1DcW01qrVglUi%2FujQ%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card
Websphere Developer (M/F);Novabase Sgps, S.A;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/websphere-developer-m-f-at-novabase-sgps-s-a-2720906926?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=wL7jlRZTBFxGD3ewYVivwA%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card
9919 - Norwegian Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/9919-norwegian-search-language-specialist-at-qualitest-2683792521?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=Y90zuXHR8n6r8kGRGOBkLg%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card
Data Engineer / Scientist - R&D Team;Truphone;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/data-engineer-scientist-r-d-team-at-truphone-2702983250?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=H6FGLB5sisnFDZ951%2FUmFg%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card
Websphere Developer (M/F);Novabase;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/websphere-developer-m-f-at-novabase-2698643114?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=uadlWudfkJaDy7mr%2F8gD3Q%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Programadores OUTSYSTEMS;WHOW;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-programadores-outsystems-at-whow-2709318832?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=z0kXp1s8TI%2FYvz5x9q5Bww%3D%3D&position=13&pageNum=11&trk=public_jobs_jserp-result_search-card
Appian Developer;KPMG Portugal;Lisboa, Portugal;Há 7 horas;https://pt.linkedin.com/jobs/view/appian-developer-at-kpmg-portugal-2723633139?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=kyBURC2Yx7vvICeXs4pOEQ%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card
Oferta de emprego: C++ Developer (M/F);OnRising;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/oferta-de-emprego-c%2B%2B-developer-m-f-at-onrising-2710822057?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=ZaAkUdnLwOzH752t3Vei1Q%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card
Japanese | Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/japanese-search-language-specialist-lisbon-at-cross-border-talents-2691234390?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=H7og5ErRiG9730%2FakaVx5A%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card
Mendix Developer- Lisboa;Fyld;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/mendix-developer-lisboa-at-fyld-2661410456?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=KCFcNtZrFiPROkXRPFpNLQ%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card
Senior Application Support Analyst;Hiscox;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/senior-application-support-analyst-at-hiscox-2701079672?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=wTSJFWAS%2FE8ZaNtrOyBYNQ%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card
Oferta: C++ Developer (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-c%2B%2B-developer-m-f-at-boost-it-2721503952?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=PSCsV4aJ6D%2FMHjiXReRN4A%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card
Cash Management Senior Specialist;BNP Paribas CIB;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/cash-management-senior-specialist-at-bnp-paribas-cib-2691611071?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=8UQQj3KyrJWSbEQSEpQm5A%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card
Senior Business Intelligence Analyst;Acronis;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-acronis-2675204594?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=92jWCqsXDdqo6aBcpXcZaA%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card
Strategic Sourcing Performance Analyst;BNP Paribas;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/strategic-sourcing-performance-analyst-at-bnp-paribas-2688777358?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=ZMbX%2BylBH%2BhRj3WLffH%2BSQ%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card
Senior Application Support Analyst (M/F);Michael Page;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/senior-application-support-analyst-m-f-at-michael-page-2713701322?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=eAYMe7fXQxdjgPvefvZFFQ%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card
Developer Python (m/f);Bee Engineering ICT;Lisboa, Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/developer-python-m-f-at-bee-engineering-ict-2722399579?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=n14azei0tob4Gc00e3FaUg%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card
Software Upgrade Care Engineer;Nokia;Amadora, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/software-upgrade-care-engineer-at-nokia-2652407762?refId=F8hHN18RDW8A5edLGFfqFg%3D%3D&trackingId=xcGXjK2IGNlF%2FF6m%2B%2BS8UQ%3D%3D&position=25&pageNum=11&trk=public_jobs_jserp-result_search-card
Data Scientist (Traineeship);Nokia;Amadora, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/data-scientist-traineeship-at-nokia-2708165476?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=waK72klPsJtHqrZf3BZqUg%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card
Data Scientist ( Bank ) - Lisboa;Log Partners;Lisboa, Lisboa, Portugal;Há 4 horas;https://pt.linkedin.com/jobs/view/data-scientist-bank-lisboa-at-log-partners-2723693026?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=hldpz%2BXQNIuK5g8%2FA72SfA%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card
Scala Engineer;Evolution;Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/scala-engineer-at-evolution-2688603569?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=9M%2BGmk0H3bpPB8cH8%2FOx4Q%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card
Swedish Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/swedish-search-language-specialist-lisbon-at-cross-border-talents-2691237137?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=s3%2BAtPSiVpunLsCcIL2pLw%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Junior Business Analyst - Health Sector;Claranet Talent;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-junior-business-analyst-health-sector-at-claranet-talent-2723045563?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=Y67EerhJrjg2zmBg6XvomQ%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card
Business Analyst - Francês;BOLD by Devoteam;Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/business-analyst-franc%C3%AAs-at-bold-by-devoteam-2696592847?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=%2FOAXY0kljnwW%2FXg4eeuTUQ%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card
Programadores C#;WHOW;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/programadores-c%23-at-whow-2718538581?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=rnOVktBR3WLSAkS06IPiNA%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card
Quality Control Analyst (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/quality-control-analyst-m-f-at-askblue-2718554596?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=xUcQ1EVo7VF8%2BMNqk9ibCA%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card
Senior Analyst Reporting & Analysis;Philip Morris International;Albarraque, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/senior-analyst-reporting-analysis-at-philip-morris-international-2716127246?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=Dmz%2Bx0%2BDBLgfQz2Qk1sivA%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card
ServiceNow Developer;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 5 meses;https://pt.linkedin.com/jobs/view/servicenow-developer-at-bold-by-devoteam-1489226727?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=07I9RPowy3s7ZV8OkWq47A%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Software Developers;CAVEDIGITAL;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-software-developers-at-cavedigital-2662507578?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=g3ElBL48xRv5W6wvRSIK2Q%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card
Software Developer for GBS Record-to-Report Real Estate;Siemens;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/software-developer-for-gbs-record-to-report-real-estate-at-siemens-2719128932?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=YFJBNrKQNoKQnoNjJW5xFg%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card
C++ Developer (fluent in English) (m/f);everis Centers;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/c%2B%2B-developer-fluent-in-english-m-f-at-everis-centers-2718900464?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=t%2BxAYzbpMqmCB9V%2F5t93ng%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card
Business Analyst (MIS) - Reporting;Cognizant;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/business-analyst-mis-reporting-at-cognizant-2705627040?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=taZOlUGQgn2OHEkIZ2fAwQ%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card
Oferta de emprego: C++ Developer (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-de-emprego-c%2B%2B-developer-m-f-at-boost-it-2695396958?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=2im9H0kcEIeBZIEQx%2BJYxA%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card
Analyst/Developer Interconnect Billing (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analyst-developer-interconnect-billing-m-f-at-askblue-2718547083?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=rpRM0EBCicwb4F%2BuAN5yEA%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card
Observability - Senior Go Engineer, Elastic Agent;Elastic;Lisboa, Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/observability-senior-go-engineer-elastic-agent-at-elastic-2691869494?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=VJS7eCKdkJWXyY22mjbD2g%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card
Azure Cloud Designer (m/f);Findmore;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/azure-cloud-designer-m-f-at-findmore-2690696168?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=LJzc9ogjoQax4p6ilWkW6Q%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card
9218 - English Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/9218-english-search-language-specialist-at-qualitest-2655734862?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=rM8gAvpCWoObP8RPkCnNDQ%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card
C++ Developer;genesis.studio;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/c%2B%2B-developer-at-genesis-studio-2719400220?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=ZenmMn%2B2e4tU%2F4s67X80vw%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card
C++ Developer (fluent in English) (m/f);everis Centers;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/c%2B%2B-developer-fluent-in-english-m-f-at-everis-centers-2720947212?refId=mlMbY9rOdiqTLKLZYYDwng%3D%3D&trackingId=RtpEs2QAOBobREXNdqUX0Q%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card
