Title;Company;Location;Date;Link
Anúncio de emprego: KINDAHOME - Junior Data Analyst - Lisboa;KINDA HOME PORTUGAL S.A.;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-kindahome-junior-data-analyst-lisboa-at-kinda-home-portugal-s-a-2664948672?refId=XuE9ZXRcfSe2k%2FLJg1TwGA%3D%3D&trackingId=HfuAnt%2BY2YJ8UU78j7KIGg%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
Business Data Analyst – European Marketing Organisation;Tech Data;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-data-analyst-%E2%80%93-european-marketing-organisation-at-tech-data-2658830163?refId=XuE9ZXRcfSe2k%2FLJg1TwGA%3D%3D&trackingId=VLfimUe3%2FgbIhZFF1kuVGA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
Senior Talent Data Analyst;OLX Group;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/senior-talent-data-analyst-at-olx-group-2693503617?refId=XuE9ZXRcfSe2k%2FLJg1TwGA%3D%3D&trackingId=Xyf3gICZwbogYlw4YWq4Qw%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Big Data Analyst;KCS iT;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-big-data-analyst-at-kcs-it-2664956620?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=ko5aOnhgZtL0G3ZsdrHEjg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior Business Systems & Data Analyst;Synopsys Inc;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/senior-business-systems-data-analyst-at-synopsys-inc-2579815212?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=F1V0qmeUzyO0tDZb2DiuvQ%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
Data Analyst Internship / R&D Division;Selina;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/data-analyst-internship-r-d-division-at-selina-2722166651?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=6cDc9JTk%2FVpleI2zSw1qWw%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
Sr. Associate Data Engineer;Amgen;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/sr-associate-data-engineer-at-amgen-2718041590?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=SorsacN%2BNtWZgHID%2B1CAAA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
Senior Business Analyst - Data and Analytics;Amgen;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/senior-business-analyst-data-and-analytics-at-amgen-2705254736?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=Qt%2Bwic1r3xILFKKtrJhpCw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
Machine Learning Specialist;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 5 meses;https://pt.linkedin.com/jobs/view/machine-learning-specialist-at-bold-by-devoteam-2348162904?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=LQWYk4ccVIyMJbZBKR2NUQ%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
8773 - Natural Language Processing Analyst;Qualitest;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/8773-natural-language-processing-analyst-at-qualitest-2698177660?refId=DYpwtIG9lX66fYbQqT87VQ%3D%3D&trackingId=1GcXb%2BjtP7AAoxj%2B5l%2BjOw%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
