Title;Company;Location;Date;Link
Business Analyst - Portuguese Affiliate of the Belgian Consulting & Analytics Solutions team;IQVIA;Porto Salvo, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/business-analyst-portuguese-affiliate-of-the-belgian-consulting-analytics-solutions-team-at-iqvia-2631917182?refId=u5cZ%2BittS5iJ7honyCZuNA%3D%3D&trackingId=9FspSKiQlfgN1GnqXW%2B9IA%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
8778 - UK English Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/8778-uk-english-search-language-specialist-at-qualitest-2680687435?refId=u5cZ%2BittS5iJ7honyCZuNA%3D%3D&trackingId=bfTzX5bFDx0oqsdS71sqSQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
9218 - English Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/9218-english-search-language-specialist-at-qualitest-2655734862?refId=u5cZ%2BittS5iJ7honyCZuNA%3D%3D&trackingId=lLjJ0valhnyPA9trlYBx5w%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
8780 - Turkish Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/8780-turkish-search-language-specialist-at-qualitest-2710935476?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=%2Fzzl9BUsUQnfskwpP0JhrQ%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
Specialist or Senior IS Engineer – Patient Support Programs;Amgen;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/specialist-or-senior-is-engineer-%E2%80%93-patient-support-programs-at-amgen-2697609328?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=%2BhNnjDV5uBhlKuhdPU8oYg%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
Backend Engineer;MoonPay;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/backend-engineer-at-moonpay-2688700716?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=NYGTd45FO7i3F6KBimZ%2B6g%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
Asset Manager - German Speaker;Cisco;Oeiras, Lisboa, Portugal;Há 21 horas;https://pt.linkedin.com/jobs/view/asset-manager-german-speaker-at-cisco-2723099474?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=zYM9MlYN7ll8xbeBKgsXUg%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
9216 - Search Language Specialist | Linguistics;Qualitest;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/9216-search-language-specialist-linguistics-at-qualitest-2655739071?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=Jyyv4Uyu5wpVl%2FVcJ7ApBw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Digital Marketing Assistant Trainee;BNP Paribas CIB;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/digital-marketing-assistant-trainee-at-bnp-paribas-cib-2676299991?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=q9veQXxGJzkcz3LmD12NHw%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Search Language Specialist | Nordic | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/search-language-specialist-nordic-lisbon-at-cross-border-talents-2691233449?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=IZh%2FNVBjemjBAGHxuiXgnA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
8533 - Arabic Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8533-arabic-search-language-specialist-at-qualitest-2717466091?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=d%2FPFlJ%2F%2FQF%2B1n7LLIalTMg%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
9960 - Spanish Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/9960-spanish-search-language-specialist-at-qualitest-2685276832?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=ni3IdWogoRVrIb1AsyNI%2Bw%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Danish Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/danish-search-language-specialist-lisbon-at-cross-border-talents-2691235332?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=nxAOWUO4E288%2FkIKiUZu5g%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Search Language Specialist | Tamil | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/search-language-specialist-tamil-lisbon-at-cross-border-talents-2713792545?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=f8fzId9pMvCqcxb69ZGpcQ%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
8775 - German Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8775-german-search-language-specialist-at-qualitest-2714008468?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=YePzpmz26zI5NvzlHJTyWg%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
Japanese | Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/japanese-search-language-specialist-lisbon-at-cross-border-talents-2691234390?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=rSqNF%2Fb8CC2F%2BhgkM5L4CA%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
9919 - Norwegian Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/9919-norwegian-search-language-specialist-at-qualitest-2683792521?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=IFu4T9rqY8jUWw2TZBBEOw%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
8777 - Japanese Search Language Specialist;Qualitest;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/8777-japanese-search-language-specialist-at-qualitest-2714011259?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=gk44VOhiCVj3%2FYrzUOq3eA%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
Client Development Director (m/f/d) Tetris Corporate Occupiers;Tétris;Lisboa, Lisboa, Portugal;Há 6 horas;https://pt.linkedin.com/jobs/view/client-development-director-m-f-d-tetris-corporate-occupiers-at-t%C3%A9tris-2644217990?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=FFyggsPaN7r7IKI%2F5ws56w%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Swedish Search Language Specialist | Lisbon;Cross Border Talents;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/swedish-search-language-specialist-lisbon-at-cross-border-talents-2691237137?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=jwPaBVtqtOS6eYxeL%2FkOFg%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Content Marketing Executive;Portugal Homes - Harland & Poston Group;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/content-marketing-executive-at-portugal-homes-harland-poston-group-2412124129?refId=%2Fi%2FlijmVtDUumDrQLqpMsA%3D%3D&trackingId=ghTX4yrsGc3j2or70G94kg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
